Frame,ActiveState,Delta Time
859,1,0.33808
860,1,0.33404
861,1,0.38212
862,1,0.355
863,1,0.41648
864,1,0.35296
865,1,0.36416
866,1,0.32968
867,1,0.36832
868,1,0.33064
869,1,0.44948
870,1,0.341
871,1,0.40532
872,1,0.33456
873,1,0.33132
874,1,0.39108
875,1,0.35584
876,1,0.33616
877,1,0.35412
878,1,0.3314
879,1,0.33288
880,1,0.34008
881,1,0.33484
882,1,0.35012
883,1,0.33168
884,1,0.36888
885,1,0.33696
886,1,0.33216
887,1,0.33764
888,1,0.34572
889,1,0.35176
890,1,0.3342
891,1,0.336
892,1,0.36576
893,1,0.37916
894,1,0.35376
895,1,0.33532
896,1,0.33832
897,1,0.35912
898,1,0.33592
899,1,0.33492
900,1,0.3366
901,1,0.3346
902,1,0.33032
903,1,0.36144
904,1,0.33352
905,1,0.33144
906,1,0.36184
907,1,0.33448
908,1,0.35248
909,1,0.34016
910,1,0.33596
911,1,0.3466
912,1,0.37256
913,1,0.3336
914,0,0
915,0,0
916,0,0
917,0,0
918,0,0
919,0,0
920,0,0
921,0,0
922,0,0
923,0,0
924,0,0
925,0,0
926,0,0
927,0,0
928,0,0
929,0,0
930,0,0
931,0,0
932,0,0
933,0,0
934,0,0
935,0,0
936,0,0
937,0,0
938,0,0
939,0,0
940,0,0
941,0,0
942,0,0
943,0,0
944,0,0
945,0,0
946,0,0
947,0,0
948,0,0
949,0,0
950,0,0
951,0,0
952,0,0
953,0,0
954,0,0
955,0,0
956,0,0
957,0,0
958,0,0
959,0,0
960,0,0
961,0,0
962,0,0
963,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,1,0.33244
970,1,0.3594
971,1,0.37184
972,1,0.3718
973,1,0.33564
974,1,0.39092
975,1,0.35756
976,1,0.33296
977,1,0.3548
978,1,0.35088
979,1,0.33188
980,1,0.37704
981,1,0.35428
982,1,0.39504
983,1,0.39176
984,1,0.42696
985,1,0.3562
986,1,0.37008
987,1,0.33908
988,1,0.35396
989,1,0.35708
990,1,0.36036
991,1,0.3544
992,1,0.35468
993,1,0.35604
994,1,0.36236
995,1,0.38108
996,1,0.33308
997,1,0.34036
998,1,0.35352
999,1,0.35172
1000,1,0.33268
1001,1,0.3512
1002,1,0.38872
1003,1,0.3324
1004,1,0.35308
1005,1,0.33284
1006,1,0.33588
1007,1,0.33644
1008,1,0.3756
1009,1,0.37492
1010,1,0.36736
1011,1,0.3884
1012,1,0.3758
1013,1,0.34448
1014,1,0.3328
1015,1,0.34188
1016,1,0.3372
1017,1,0.33428
1018,1,0.33436
1019,1,0.34916
1020,1,0.37016
1021,1,0.35312
1022,1,0.33284
1023,1,0.33576
1024,1,0.33304
1025,1,0.36284
1026,1,0.33016
1027,1,0.36592
1028,1,0.378
1029,1,0.33484
1030,1,0.3898
1031,1,0.33672
1032,1,0.34344
1033,1,0.37692
1034,1,0.3704
1035,1,0.35632
1036,1,0.4196
1037,1,0.40008
1038,1,0.33472
1039,1,0.38332
1040,1,0.3414
1041,1,0.35152
1042,1,0.33328
1043,1,0.34316
1044,1,0.3564
1045,1,0.33664
1046,1,0.3384
1047,1,0.40984
1048,1,0.33572
1049,1,0.35304
1050,1,0.3378
1051,1,0.35964
1052,1,0.35052
1053,1,0.35224
1054,1,0.36608
1055,1,0.33784
1056,1,0.3336
1057,1,0.37604
1058,1,0.39308
1059,1,0.35136
1060,1,0.33392
1061,1,0.38544
1062,1,0.38068
1063,1,0.41144
1064,1,0.35244
1065,1,0.35512
1066,1,0.33488
1067,1,0.3862
1068,1,0.33372
1069,1,0.35644
1070,1,0.34248
1071,1,0.33344
1072,1,0.33548
1073,1,0.37356
1074,1,0.3666
1075,1,0.36108
1076,1,0.39016
1077,1,0.35596
1078,1,0.33256
1079,1,0.35772
1080,1,0.3404
1081,1,0.33716
1082,1,0.33912
1083,1,0.34148
1084,1,0.33492
1085,1,0.38132
1086,1,0.35324
1087,1,0.35968
1088,1,0.33536
1089,1,0.34344
1090,1,0.3322
1091,1,0.3526
1092,1,0.35612
1093,1,0.33312
1094,1,0.34016
1095,1,0.34036
1096,1,0.37268
1097,1,0.3732
1098,1,0.3352
1099,1,0.35636
1100,1,0.3336
1101,1,0.35368
1102,1,0.34052
1103,1,0.35344
1104,1,0.38756
1105,1,0.34128
1106,1,0.42596
1107,1,0.3582
1108,1,0.33016
1109,1,0.35384
1110,1,0.40156
1111,1,0.33984
1112,1,0.376
1113,1,0.35388
1114,1,0.38496
1115,1,0.35824
1116,1,0.33148
1117,1,0.33628
1118,1,0.35808
1119,1,0.33396
1120,1,0.35648
1121,1,0.3518
1122,1,0.3304
1123,1,0.38872
1124,1,0.35452
1125,1,0.37252
1126,1,0.33132
1127,1,0.3324
1128,1,0.38896
1129,1,0.3558
1130,1,0.3546
1131,1,0.34816
1132,1,0.33124
1133,1,0.37832
1134,1,0.38552
1135,1,0.34016
1136,1,0.35228
1137,1,0.37248
1138,1,0.33816
1139,1,0.35672
1140,1,0.33492
1141,1,0.33348
1142,1,0.38676
1143,1,0.33248
1144,1,0.33776
1145,1,0.36196
1146,1,0.35432
1147,1,0.35764
1148,1,0.33656
1149,1,0.33232
1150,1,0.33376
1151,1,0.38792
1152,1,0.3536
1153,1,0.33556
1154,1,0.35664
1155,1,0.35604
1156,1,0.35532
1157,1,0.33668
1158,1,0.36924
1159,1,0.33528
1160,1,0.42948
1161,1,0.35724
1162,1,0.35688
1163,1,0.3316
1164,1,0.35492
1165,1,0.33436
1166,1,0.34244
1167,1,0.3428
1168,1,0.33356
1169,1,0.35444
1170,1,0.39972
1171,1,0.37852
1172,1,0.33388
1173,1,0.36308
1174,1,0.34008
1175,1,0.33172
1176,1,0.33316
1177,1,0.3318
1178,1,0.33492
1179,1,0.33668
1180,1,0.34208
1181,1,0.35132
1182,1,0.35324
1183,1,0.335
1184,1,0.33212
1185,1,0.40624
1186,1,0.33284
1187,1,0.35624
1188,1,0.3908
1189,1,0.3876
1190,1,0.3394
1191,1,0.3564
1192,1,0.3328
1193,1,0.33644
1194,1,0.34604
1195,1,0.14292
1196,1,0.14764
1197,1,0.14584
1198,1,0.149
1199,1,0.14332
1200,1,0.14296
1201,1,0.14492
1202,1,0.14164
1203,1,0.14424
1204,1,0.14688
1205,1,0.14644
1206,1,0.14588
1207,1,0.14132
1208,1,0.14456
1209,1,0.14476
1210,1,0.16372
1211,1,0.1448
1212,1,0.14536
1213,1,0.1444
1214,1,0.14532
1215,1,0.14144
1216,1,0.14604
1217,1,0.14264
1218,1,0.147
1219,1,0.14556
1220,1,0.14468
1221,1,0.14704
1222,1,0.1424
1223,1,0.14048
1224,1,0.1458
1225,1,0.14568
1226,1,0.14492
1227,1,0.14568
1228,1,0.14308
1229,1,0.14628
1230,1,0.14412
1231,1,0.14408
1232,1,0.14324
1233,1,0.14868
1234,1,0.14544
1235,1,0.21572
1236,1,0.14668
1237,1,0.14556
1238,1,0.14112
1239,1,0.1482
1240,1,0.14388
1241,1,0.14284
1242,1,0.15192
1243,1,0.16432
1244,1,0.14932
1245,1,0.1402
1246,1,0.14492
1247,1,0.14452
1248,1,0.14388
1249,1,0.1422
1250,1,0.14376
1251,1,0.14488
1252,1,0.14684
1253,1,0.16644
1254,1,0.15616
1255,1,0.1476
1256,1,0.14284
1257,1,0.16776
1258,1,0.14456
1259,1,0.21504
1260,1,0.14652
1261,1,0.14604
1262,1,0.14556
1263,1,0.1458
1264,1,0.1454
1265,1,0.1444
1266,1,0.14532
1267,1,0.14872
1268,1,0.1466
1269,1,0.14336
1270,1,0.14708
1271,1,0.15564
1272,1,0.14764
1273,1,0.13988
1274,1,0.14264
1275,1,0.16468
1276,1,0.14748
1277,1,0.14568
1278,1,0.14676
1279,1,0.14896
1280,1,0.14616
1281,1,0.14604
1282,0,0
1283,0,0
1284,0,0
1285,0,0
1286,0,0
1287,0,0
1288,0,0
1289,0,0
1290,0,0
1291,0,0
1292,0,0
1293,0,0
1294,0,0
1295,0,0
1296,0,0
1297,0,0
1298,0,0
1299,1,0.14576
1300,1,0.14524
1301,1,0.14916
1302,1,0.1432
1303,1,0.14668
1304,1,0.15908
1305,1,0.14224
1306,1,0.14444
1307,1,0.14264
1308,1,0.14908
1309,1,0.14376
1310,1,0.14328
1311,1,0.13988
1312,1,0.14144
1313,1,0.14412
1314,1,0.14576
1315,1,0.14052
1316,1,0.16808
1317,1,0.14044
1318,1,0.145
1319,1,0.14456
1320,1,0.141
1321,1,0.148
1322,1,0.14748
1323,1,0.14556
1324,1,0.14676
1325,1,0.14656
1326,1,0.14636
1327,1,0.14416
1328,1,0.14564
1329,1,0.1446
1330,0,0
1331,0,0
1332,0,0
1333,0,0
1334,0,0
1335,0,0
1336,0,0
1337,0,0
1338,0,0
1339,0,0
1340,0,0
1341,0,0
1342,0,0
1343,0,0
1344,0,0
1345,0,0
1346,0,0
1347,0,0
1348,0,0
1349,0,0
1350,0,0
1351,0,0
1352,0,0
1353,0,0
1354,0,0
1355,0,0
1356,0,0
1357,0,0
1358,0,0
1359,0,0
1360,0,0
1361,0,0
1362,0,0
1363,0,0
1364,0,0
1365,0,0
1366,0,0
1367,0,0
1368,0,0
1369,0,0
1370,0,0
1371,0,0
1372,0,0
1373,0,0
1374,0,0
1375,0,0
1376,0,0
1377,0,0
1378,0,0
1379,0,0
1380,0,0
1381,0,0
1382,0,0
1383,0,0
1384,0,0
1385,0,0
1386,0,0
1387,0,0
1388,0,0
1389,0,0
1390,0,0
1391,0,0
1392,0,0
1393,0,0
1394,0,0
1395,0,0
1396,0,0
1397,0,0
1398,0,0
1399,0,0
1400,0,0
1401,0,0
1402,0,0
1403,0,0
1404,0,0
1405,0,0
1406,0,0
1407,0,0
1408,0,0
1409,0,0
1410,0,0
1411,0,0
1412,0,0
1413,0,0
1414,0,0
1415,0,0
1416,0,0
1417,0,0
1418,0,0
1419,0,0
1420,0,0
1421,0,0
1422,0,0
1423,0,0
1424,0,0
1425,0,0
1426,0,0
1427,0,0
1428,0,0
1429,0,0
1430,0,0
1431,0,0
1432,0,0
1433,0,0
1434,0,0
1435,0,0
1436,0,0
1437,0,0
1438,0,0
1439,0,0
1440,0,0
1441,0,0
1442,0,0
1443,0,0
1444,0,0
1445,0,0
1446,0,0
1447,0,0
1448,0,0
1449,0,0
1450,0,0
1451,0,0
1452,0,0
1453,0,0
1454,0,0
1455,0,0
1456,0,0
1457,0,0
1458,0,0
1459,0,0
1460,0,0
1461,0,0
1462,0,0
1463,0,0
1464,0,0
1465,0,0
1466,0,0
1467,0,0
1468,0,0
1469,0,0
1470,0,0
1471,0,0
1472,0,0
1473,0,0
1474,0,0
1475,0,0
1476,0,0
1477,0,0
1478,0,0
1479,0,0
1480,0,0
1481,0,0
1482,0,0
1483,0,0
1484,0,0
1485,0,0
1486,0,0
1487,0,0
1488,0,0
1489,0,0
1490,0,0
1491,0,0
1492,0,0
1493,0,0
1494,0,0
1495,0,0
1496,0,0
1497,0,0
1498,0,0
1499,0,0
1500,0,0
1501,0,0
1502,0,0
1503,0,0
1504,0,0
1505,0,0
1506,0,0
1507,0,0
1508,0,0
1509,0,0
1510,0,0
1511,0,0
1512,0,0
1513,0,0
1514,0,0
1515,0,0
1516,0,0
1517,0,0
1518,0,0
1519,0,0
1520,0,0
1521,0,0
1522,0,0
1523,0,0
1524,0,0
1525,0,0
1526,0,0
1527,0,0
1528,0,0
1529,0,0
1530,0,0
1531,0,0
1532,0,0
1533,0,0
1534,0,0
1535,0,0
1536,0,0
1537,0,0
1538,0,0
1539,0,0
1540,0,0
1541,0,0
1542,0,0
1543,0,0
1544,0,0
1545,0,0
1546,0,0
1547,0,0
1548,0,0
1549,0,0
1550,0,0
1551,0,0
1552,0,0
1553,0,0
1554,0,0
1555,0,0
1556,0,0
1557,0,0
1558,0,0
1559,0,0
1560,0,0
1561,0,0
1562,0,0
1563,0,0
1564,0,0
1565,0,0
1566,0,0
1567,0,0
1568,0,0
1569,0,0
1570,0,0
1571,0,0
1572,0,0
1573,0,0
1574,0,0
1575,0,0
1576,0,0
1577,0,0
1578,0,0
1579,0,0
1580,0,0
1581,0,0
1582,0,0
1583,0,0
1584,0,0
1585,0,0
1586,0,0
1587,0,0
1588,0,0
1589,0,0
1590,0,0
1591,0,0
1592,0,0
1593,0,0
1594,0,0
1595,0,0
1596,0,0
1597,0,0
1598,0,0
1599,0,0
1600,0,0
1601,0,0
1602,0,0
1603,0,0
1604,0,0
1605,0,0
1606,0,0
1607,0,0
1608,0,0
1609,0,0
1610,0,0
1611,0,0
1612,0,0
1613,0,0
1614,0,0
1615,0,0
1616,0,0
1617,0,0
1618,0,0
1619,0,0
1620,0,0
1621,0,0
1622,0,0
1623,0,0
