Frame,ActiveState,Delta Time
513,1,0.128
514,1,0.12392
515,1,0.12444
516,1,0.1238
517,1,0.12252
518,1,0.13684
519,1,0.12236
520,1,0.12364
521,1,0.1236
522,1,0.1274
523,1,0.121
524,1,0.12272
525,1,0.12152
526,1,0.12528
527,1,0.12616
528,1,0.1262
529,1,0.1398
530,1,0.12144
531,1,0.12608
532,1,0.1234
533,1,0.12176
534,1,0.12296
535,1,0.12124
536,1,0.12284
537,1,0.12276
538,1,0.13
539,1,0.12316
540,1,0.1226
541,1,0.1372
542,1,0.13844
543,1,0.12364
544,1,0.12348
545,1,0.12256
546,1,0.12196
547,1,0.13808
548,1,0.1232
549,1,0.12328
550,1,0.12348
551,1,0.12388
552,1,0.12304
553,1,0.12324
554,1,0.12352
555,1,0.12304
556,1,0.12228
557,1,0.12388
558,1,0.12812
559,1,0.12452
560,1,0.1244
561,1,0.12232
562,1,0.12296
563,1,0.12404
564,1,0.1224
565,1,0.1234
566,1,0.12364
567,1,0.12432
568,1,0.12492
569,1,0.127
570,1,0.14088
571,1,0.12656
572,1,0.12572
573,1,0.12264
574,1,0.12212
575,1,0.1248
576,1,0.12796
577,1,0.12168
578,1,0.12852
579,1,0.12156
580,1,0.12404
581,1,0.13112
582,1,0.12348
583,1,0.12348
584,1,0.12332
585,1,0.12208
586,1,0.1242
587,1,0.12392
588,1,0.12248
589,1,0.12548
590,1,0.12384
591,1,0.12984
592,1,0.12424
593,1,0.12612
594,1,0.12376
595,1,0.12644
596,1,0.1238
597,1,0.12488
598,1,0.13008
599,1,0.12292
600,1,0.13412
601,1,0.12652
602,1,0.14092
603,1,0.137
604,1,0.12708
605,1,0.12392
606,1,0.14232
607,1,0.1286
608,1,0.12296
609,1,0.13744
610,1,0.12172
611,1,0.1248
612,1,0.12296
613,1,0.12308
614,1,0.12404
615,1,0.12368
616,1,0.12308
617,1,0.13892
618,1,0.12456
619,1,0.12584
620,1,0.12568
621,1,0.12688
622,1,0.12448
623,1,0.1364
624,1,0.12528
625,1,0.13968
626,1,0.12596
627,1,0.12228
628,1,0.1258
629,1,0.1374
630,1,0.12292
631,1,0.12288
632,1,0.13048
633,1,0.12324
634,1,0.12328
635,1,0.12368
636,1,0.12448
637,1,0.1234
638,1,0.12428
639,1,0.12024
640,1,0.12412
641,1,0.12552
642,1,0.13588
643,1,0.12556
644,1,0.12504
645,1,0.1244
646,1,0.12312
647,1,0.13624
648,1,0.12188
649,1,0.1236
650,1,0.12264
651,1,0.12588
652,1,0.12224
653,1,0.1246
654,1,0.1248
655,1,0.12436
656,1,0.12588
657,1,0.14044
658,1,0.1226
659,1,0.12388
660,1,0.12264
661,1,0.12212
662,1,0.12364
663,1,0.1402
664,1,0.12548
665,1,0.12292
666,1,0.1244
667,1,0.12388
668,1,0.12488
669,1,0.1246
670,1,0.1372
671,1,0.1258
672,1,0.12576
673,1,0.12236
674,1,0.124
675,1,0.1228
676,1,0.13748
677,1,0.12408
678,1,0.13776
679,1,0.12312
680,1,0.12604
681,1,0.12268
682,1,0.12176
683,1,0.124
684,1,0.12292
685,1,0.12584
686,1,0.12464
687,1,0.12476
688,1,0.12436
689,1,0.14012
690,1,0.12336
691,1,0.12452
692,1,0.12328
693,1,0.12296
694,1,0.13824
695,1,0.12272
696,1,0.12468
697,1,0.12408
698,1,0.12476
699,1,0.1388
700,1,0.12348
701,1,0.12368
702,1,0.13848
703,1,0.1282
704,1,0.12448
705,1,0.12292
706,1,0.12488
707,1,0.12472
708,1,0.12392
709,1,0.1386
710,1,0.12168
711,1,0.12436
712,1,0.13484
713,1,0.12524
714,1,0.12156
715,1,0.12528
716,1,0.12464
717,1,0.13948
718,1,0.12584
719,1,0.12404
720,1,0.12824
721,1,0.12672
722,1,0.1368
723,1,0.12652
724,1,0.14016
725,1,0.12688
726,1,0.12484
727,1,0.12428
728,1,0.12272
729,1,0.12264
730,1,0.12628
731,1,0.12256
732,1,0.13884
733,1,0.13808
734,1,0.12236
735,1,0.12352
736,1,0.12172
737,1,0.12716
738,1,0.1254
739,1,0.12752
740,1,0.12364
741,1,0.1238
742,1,0.12544
743,1,0.1252
744,1,0.12484
745,1,0.12364
746,1,0.12224
747,1,0.12328
748,1,0.1248
749,1,0.12296
750,1,0.12228
751,1,0.12356
752,1,0.12448
753,1,0.12396
754,1,0.1236
755,1,0.12292
756,1,0.13744
757,1,0.12324
758,1,0.13848
759,1,0.12396
760,1,0.1242
761,1,0.12832
762,1,0.12764
763,1,0.12476
764,1,0.12232
765,1,0.1238
766,1,0.1236
767,1,0.12268
768,1,0.12488
769,1,0.12368
770,1,0.12544
771,1,0.12324
772,1,0.12412
773,1,0.12184
774,1,0.12784
775,1,0.124
776,1,0.12508
777,1,0.1222
778,1,0.12448
779,1,0.13756
780,1,0.12316
781,1,0.12204
782,1,0.12368
783,1,0.126
784,1,0.13876
785,1,0.12604
786,1,0.12556
787,1,0.1236
788,1,0.1246
789,1,0.12396
790,1,0.12368
791,1,0.12776
792,1,0.12396
793,1,0.12276
794,1,0.12404
795,1,0.12528
796,1,0.125
797,1,0.12556
798,1,0.12384
799,1,0.12392
800,1,0.12212
801,1,0.12392
802,1,0.13528
803,1,0.12488
804,1,0.1246
805,1,0.12408
806,1,0.12356
807,1,0.1234
808,1,0.13572
809,1,0.12468
810,1,0.13764
811,1,0.1248
812,1,0.12432
813,1,0.1238
814,1,0.12412
815,1,0.12552
816,1,0.13784
817,1,0.12268
818,1,0.13784
819,1,0.12352
820,1,0.13452
821,1,0.12552
822,1,0.13772
823,1,0.12336
824,1,0.13728
825,1,0.12368
826,1,0.12448
827,1,0.12928
828,1,0.13844
829,1,0.13332
830,1,0.1374
831,1,0.12712
832,1,0.12348
833,1,0.12388
834,1,0.12788
835,1,0.1254
836,1,0.12484
837,1,0.1234
838,1,0.12424
839,1,0.12296
840,1,0.12276
841,1,0.1232
842,1,0.12312
843,1,0.12412
844,1,0.12572
845,1,0.12476
846,1,0.12204
847,1,0.1218
848,1,0.12392
849,1,0.12688
850,1,0.12432
851,1,0.12768
852,1,0.1234
853,1,0.12308
854,1,0.12292
855,1,0.12624
856,1,0.12204
857,1,0.12528
858,1,0.12336
859,1,0.12656
860,1,0.12036
861,1,0.12632
862,1,0.12436
863,1,0.12436
864,1,0.12548
865,1,0.12408
866,1,0.1238
867,1,0.13748
868,1,0.12312
869,1,0.14112
870,1,0.12388
871,1,0.1264
872,1,0.1214
873,1,0.12496
874,1,0.12304
875,1,0.13828
876,1,0.1234
877,1,0.1234
878,1,0.12328
879,1,0.12252
880,1,0.12388
881,1,0.12404
882,1,0.1236
883,1,0.12288
884,1,0.12368
885,1,0.12544
886,1,0.1258
887,1,0.13756
888,1,0.12592
889,1,0.12356
890,1,0.12496
891,1,0.12156
892,1,0.12596
893,1,0.12608
894,1,0.12488
895,1,0.12316
896,1,0.12296
897,1,0.12608
898,1,0.12432
899,1,0.12432
900,1,0.125
901,1,0.1244
902,1,0.12304
903,1,0.12344
904,1,0.12376
905,1,0.12276
906,1,0.13768
907,1,0.12392
908,1,0.1252
909,1,0.13488
910,1,0.123
911,1,0.12816
912,1,0.12512
913,1,0.12352
914,1,0.12836
915,1,0.12384
916,1,0.12264
917,1,0.12276
918,1,0.12424
919,1,0.1238
920,1,0.12428
921,1,0.12116
922,1,0.12124
923,1,0.12308
924,1,0.12308
925,1,0.12332
926,1,0.12484
927,1,0.12488
928,1,0.12548
929,1,0.12444
930,1,0.14088
931,1,0.12176
932,1,0.12412
933,1,0.12356
934,1,0.1236
935,1,0.13836
936,1,0.13832
937,1,0.12044
938,1,0.12324
939,1,0.12852
940,1,0.12416
941,1,0.12488
942,1,0.12288
943,1,0.12316
944,1,0.12632
945,1,0.12348
946,1,0.12392
947,1,0.12548
948,1,0.13952
949,1,0.12188
950,1,0.124
951,1,0.12456
952,1,0.12772
953,1,0.12504
954,1,0.12372
955,1,0.12416
956,1,0.12356
957,1,0.12364
958,1,0.125
959,1,0.12512
960,1,0.12508
961,1,0.12464
962,1,0.12344
963,1,0.12392
964,1,0.13812
965,1,0.13772
966,1,0.12428
967,1,0.12824
968,1,0.1232
969,1,0.12516
970,1,0.12276
971,1,0.1234
972,1,0.13696
973,1,0.12452
974,1,0.12564
975,1,0.12324
976,1,0.1224
977,1,0.12352
978,1,0.12308
979,1,0.1252
980,1,0.13764
981,1,0.1218
982,1,0.12544
983,1,0.12428
984,1,0.1236
985,1,0.12396
986,1,0.13676
987,1,0.13976
988,1,0.12356
989,1,0.1214
990,1,0.12444
991,1,0.12428
992,1,0.13968
993,1,0.12312
994,1,0.12344
995,1,0.13988
996,1,0.12236
997,1,0.13796
998,1,0.12416
999,1,0.1372
1000,1,0.12348
1001,1,0.12492
1002,1,0.12952
1003,1,0.12384
1004,1,0.12552
1005,1,0.1248
1006,1,0.12192
1007,1,0.13604
1008,1,0.12388
1009,1,0.12324
1010,1,0.13912
1011,1,0.127
1012,1,0.1384
1013,1,0.12348
1014,1,0.12312
1015,1,0.12196
1016,1,0.12168
1017,1,0.12548
1018,1,0.12328
1019,1,0.12424
1020,1,0.12472
1021,1,0.1238
1022,1,0.12324
1023,1,0.1224
1024,1,0.12384
1025,1,0.12524
1026,1,0.12528
1027,1,0.12744
1028,1,0.1272
1029,1,0.1252
1030,1,0.12476
1031,1,0.12188
1032,1,0.1364
1033,1,0.1226
1034,1,0.12252
1035,1,0.12332
1036,1,0.13752
1037,1,0.13128
1038,1,0.12228
1039,1,0.12252
1040,1,0.12524
1041,1,0.1234
1042,1,0.12144
1043,1,0.124
1044,1,0.1236
1045,1,0.12416
1046,1,0.13792
1047,1,0.12328
1048,1,0.12296
1049,1,0.1264
1050,1,0.12468
1051,1,0.12444
1052,1,0.12216
1053,1,0.14108
1054,1,0.12468
1055,1,0.12832
1056,1,0.12444
1057,1,0.12704
1058,1,0.12376
1059,1,0.1238
1060,1,0.12504
1061,1,0.1256
1062,1,0.1268
1063,1,0.1256
1064,1,0.12664
1065,1,0.12516
1066,1,0.12452
1067,1,0.12216
1068,1,0.12504
1069,1,0.12488
1070,1,0.13872
1071,1,0.12272
1072,1,0.12156
1073,1,0.12516
1074,1,0.1218
1075,1,0.12432
1076,1,0.14004
1077,1,0.13592
1078,1,0.12624
1079,1,0.13284
1080,1,0.1232
1081,1,0.1248
1082,1,0.13768
1083,1,0.12252
1084,1,0.12488
1085,1,0.12508
1086,1,0.12228
1087,1,0.12508
1088,1,0.1358
1089,1,0.12304
1090,1,0.12408
1091,1,0.12228
1092,1,0.12656
1093,1,0.12644
1094,1,0.12568
1095,1,0.126
1096,1,0.12352
1097,1,0.13544
1098,1,0.12448
1099,1,0.1228
1100,1,0.123
1101,1,0.12464
1102,1,0.1386
1103,1,0.12416
1104,1,0.12264
1105,1,0.12268
1106,1,0.12548
1107,1,0.12424
1108,1,0.1246
1109,1,0.1236
1110,1,0.12412
1111,1,0.1224
1112,1,0.1266
1113,1,0.12472
1114,1,0.12536
1115,1,0.12608
1116,1,0.12372
1117,1,0.1238
1118,1,0.12676
1119,1,0.12384
1120,1,0.12976
1121,1,0.12444
1122,1,0.12444
1123,1,0.12476
1124,1,0.12152
1125,1,0.13816
1126,1,0.1226
1127,1,0.12532
1128,1,0.13716
1129,1,0.12888
1130,1,0.12184
1131,1,0.12332
1132,1,0.12312
1133,1,0.12404
1134,1,0.12428
1135,1,0.12224
1136,1,0.12604
1137,1,0.12388
1138,1,0.1246
1139,1,0.12492
1140,1,0.12436
1141,1,0.12372
1142,1,0.12504
1143,1,0.12424
1144,1,0.12484
1145,1,0.12692
1146,1,0.12272
1147,1,0.12824
1148,1,0.12144
1149,1,0.1252
1150,1,0.1232
1151,1,0.13728
1152,1,0.14028
1153,1,0.12368
1154,1,0.1254
1155,1,0.12248
1156,1,0.12344
1157,1,0.12708
1158,1,0.1368
1159,1,0.12316
1160,1,0.12496
1161,1,0.1228
1162,1,0.12308
1163,1,0.125
1164,1,0.1234
1165,1,0.12376
1166,1,0.1234
1167,1,0.12556
1168,1,0.12164
1169,1,0.124
1170,1,0.14136
1171,1,0.124
1172,1,0.12204
1173,1,0.1246
1174,1,0.12388
1175,1,0.12284
1176,1,0.12288
1177,1,0.13004
1178,1,0.12292
1179,1,0.12168
1180,1,0.12436
1181,1,0.1256
1182,1,0.12672
1183,1,0.12416
1184,1,0.1236
1185,1,0.12236
1186,1,0.1224
1187,1,0.12524
1188,1,0.12532
1189,1,0.12548
1190,1,0.13696
1191,1,0.12316
1192,1,0.12272
1193,1,0.12488
1194,1,0.12244
1195,1,0.13756
1196,1,0.12356
1197,1,0.13748
1198,1,0.13944
1199,1,0.12356
1200,1,0.12296
1201,1,0.12368
1202,1,0.12184
1203,1,0.14156
1204,1,0.12368
1205,1,0.12436
1206,1,0.12632
1207,1,0.12404
1208,1,0.1242
1209,1,0.12368
1210,1,0.12268
1211,1,0.12488
1212,1,0.12444
1213,1,0.1238
1214,1,0.12524
1215,1,0.12484
1216,1,0.12296
1217,1,0.12404
1218,1,0.125
1219,1,0.13508
1220,1,0.12432
1221,1,0.12232
1222,1,0.1246
1223,1,0.12396
1224,1,0.1222
1225,1,0.12384
1226,1,0.12044
1227,1,0.13672
1228,1,0.12432
1229,1,0.12248
1230,1,0.1266
1231,1,0.13584
1232,1,0.12188
1233,1,0.12384
1234,1,0.12496
1235,1,0.12468
1236,1,0.12416
1237,1,0.124
1238,1,0.12404
1239,1,0.12328
1240,1,0.12124
1241,1,0.12492
1242,1,0.1246
1243,1,0.13916
1244,1,0.13524
1245,1,0.12212
1246,1,0.126
1247,1,0.12468
1248,1,0.1196
1249,1,0.12196
1250,1,0.12312
1251,1,0.12408
1252,1,0.12308
1253,1,0.12216
1254,1,0.12492
1255,1,0.1242
1256,1,0.12544
1257,1,0.12432
1258,1,0.1238
1259,1,0.12388
1260,1,0.1372
1261,1,0.12324
1262,1,0.12476
1263,1,0.12164
1264,1,0.12436
1265,1,0.12356
1266,1,0.1268
1267,1,0.12284
1268,1,0.123
1269,1,0.12764
1270,1,0.12536
1271,1,0.1244
1272,1,0.12304
1273,1,0.12272
1274,1,0.12328
1275,1,0.12052
1276,1,0.12548
1277,1,0.12348
1278,1,0.1222
1279,1,0.123
1280,1,0.124
1281,1,0.12548
1282,1,0.12304
1283,1,0.12168
1284,1,0.12476
1285,1,0.12308
1286,1,0.1232
1287,1,0.12316
1288,1,0.12276
1289,1,0.12324
1290,1,0.12524
1291,1,0.1254
1292,1,0.12432
1293,1,0.12236
1294,1,0.12352
1295,1,0.12512
1296,1,0.12536
1297,1,0.12548
1298,1,0.13768
1299,1,0.12384
1300,1,0.12416
1301,1,0.12532
1302,1,0.12372
1303,1,0.12324
1304,1,0.12544
1305,1,0.1224
1306,1,0.12272
1307,1,0.1374
1308,1,0.12692
1309,1,0.1228
1310,1,0.1224
1311,1,0.12152
1312,1,0.13644
1313,1,0.12892
1314,1,0.12412
1315,1,0.12128
1316,1,0.1252
1317,1,0.12328
1318,1,0.12548
1319,1,0.12272
1320,1,0.12336
1321,1,0.12568
1322,1,0.12304
1323,1,0.12444
1324,1,0.12372
1325,1,0.13536
1326,1,0.12244
1327,1,0.12236
1328,1,0.14012
1329,1,0.12096
1330,1,0.129
1331,1,0.14312
1332,1,0.12116
1333,1,0.12156
1334,1,0.12484
1335,1,0.12484
1336,1,0.12112
1337,1,0.1228
1338,1,0.125
1339,1,0.13592
1340,1,0.12572
1341,1,0.12492
1342,1,0.12268
1343,1,0.12312
1344,1,0.12404
1345,1,0.1242
1346,1,0.12432
1347,1,0.12372
1348,1,0.12292
1349,1,0.13816
1350,1,0.12576
1351,1,0.12324
1352,1,0.1238
1353,1,0.12632
1354,1,0.12412
1355,1,0.12272
1356,1,0.1358
1357,1,0.12436
1358,1,0.12388
1359,1,0.12344
1360,1,0.12568
1361,1,0.12484
1362,1,0.12652
1363,1,0.12444
1364,1,0.13644
1365,1,0.12312
1366,1,0.1242
1367,1,0.12352
1368,1,0.12348
1369,1,0.12508
1370,1,0.12236
1371,1,0.12616
1372,1,0.12112
1373,1,0.12784
1374,1,0.1244
1375,1,0.14484
1376,1,0.12416
1377,1,0.12108
1378,1,0.14004
1379,1,0.1272
1380,1,0.12264
1381,1,0.13732
1382,1,0.12304
1383,1,0.13684
1384,1,0.1242
1385,1,0.12524
1386,1,0.12328
1387,1,0.12456
1388,1,0.12264
1389,1,0.1236
1390,1,0.12588
1391,1,0.1236
1392,1,0.1238
1393,1,0.12576
1394,1,0.12584
1395,1,0.12132
1396,1,0.12452
1397,1,0.1386
1398,1,0.12936
1399,1,0.1226
1400,1,0.12396
1401,1,0.1346
1402,1,0.1238
1403,1,0.1244
1404,1,0.12324
1405,1,0.13692
1406,1,0.12716
1407,1,0.12272
1408,1,0.137
1409,1,0.12344
1410,1,0.12432
1411,1,0.12276
1412,1,0.1238
1413,1,0.13852
1414,1,0.12396
1415,1,0.12276
1416,1,0.12616
1417,1,0.12312
1418,1,0.1226
1419,1,0.12872
1420,1,0.12348
1421,1,0.12352
1422,1,0.1258
1423,1,0.139
1424,1,0.12572
1425,1,0.1234
1426,1,0.141
1427,1,0.1234
1428,1,0.125
1429,1,0.12436
1430,1,0.13912
1431,1,0.1396
1432,1,0.12532
1433,1,0.12596
1434,1,0.1228
1435,1,0.12424
1436,1,0.12276
1437,1,0.12348
1438,1,0.1258
1439,1,0.12408
1440,1,0.12552
1441,1,0.14156
1442,1,0.12252
1443,1,0.13564
1444,1,0.12772
1445,1,0.12188
1446,1,0.14048
1447,1,0.12884
1448,1,0.125
1449,1,0.13664
1450,1,0.12796
1451,1,0.12412
1452,1,0.12512
1453,1,0.12496
1454,1,0.12336
1455,1,0.125
1456,1,0.13952
1457,1,0.13732
1458,1,0.12196
1459,1,0.12408
1460,1,0.12304
1461,1,0.1238
1462,1,0.13752
1463,1,0.12556
1464,1,0.124
1465,1,0.12192
1466,1,0.12108
1467,1,0.12404
1468,1,0.1248
1469,1,0.12532
1470,1,0.12876
1471,1,0.12428
1472,1,0.13824
1473,1,0.12284
1474,1,0.13544
1475,1,0.12224
1476,1,0.12508
1477,1,0.12544
1478,1,0.13044
1479,1,0.13996
1480,1,0.12496
1481,1,0.12564
1482,1,0.12292
1483,1,0.12516
1484,1,0.12428
1485,1,0.12484
1486,1,0.12588
1487,1,0.1248
1488,1,0.12372
1489,1,0.121
1490,1,0.12392
1491,1,0.12488
1492,1,0.12644
1493,1,0.1238
1494,1,0.12556
1495,1,0.1246
1496,1,0.12324
1497,1,0.12344
1498,1,0.1374
1499,1,0.12456
1500,1,0.12632
1501,1,0.12548
